label,tweet
joy,"Perkenalkan, Alfian, Karin, Levi, dan Taffaquh, mahasiswa Politeknik Elektronika Negeri Surabaya, yang genap 2 bulan belajar dan meningkatkan kemampuan dirinya bersama NoLimit!\n\nYuk simak testimonial mereka tentang pengalaman dan apa yang mereka pelajari dengan menjadi bagian dari keluarga kami!\n\n#NoLimitLife\n#NoLimitIndonesia\n#LearningandImprove\n#ImproveYourSelf\n#ImproveYourCapacity"
joy,Moga lancar lah...
joy,@Daifa8 @ichsanas_real @jokowi @wiranto1947 @SBYudhoyono @prabowo @ZUL_Hasan silaturrahmi akan terus membawa berkah
trust,"Mantap Kades patiala bawa,,,\nLanjutkan dan di proses Tuntas Demi Rakyatmu,,,, \nIni baru namanya kepala desa yang sellu memperhatikan Rakyatnya dan Rela jika sampai harus kehilangan jabatan..."
anger,Rejeki itu pas mau masuk parkiran diserobot mobil lain padahal jam2nya parkiran penuh. Maklum lah biar kalo ada yg kosong bisa dapet duluan. Eehh pas depan pintu masuk banget ada mobil lagi parkir mau keluar &amp
joy,@ganjarpranowo Foto Bersama Pengurus Partai Pengusung DiMajenang Kab Cilacap Sepakar Rampak Barisan Menangkan Ganja…
fear,"Min, apakah ada informasi terbaru mengenai kualitas udara Kota Balikpapan dari Kementerian Lingkungan Hidup dan Kehutanan atau Greenpeace Indonesia akibat kebakaran tumpahan minyak di Teluk Balikpapan?"
sadness,"(c.) jalan tol. Ia sungguh sedih mengingat kejadian-kejadian di kehidupannya. Tak kuat menahan sedih, dirinya mencoba mengakhiri hidupnya sambil menatap bayi Aurora yang tengah terlelap dan tersenyum. Tak kuasa melihat malaikat kecilnya yang begitu cantik mengurungkan niatnya (c"
trust,"Pemilu 2019, Hanura Targetkan Masuk Lima Besar"
joy,"Mahatir Mohamad : Sekarang ini dibawah pemerintahan presiden @jokowi, indonesia utk pertama kalinya lebih maju dari…"
anger,"@hasmi_bakhtiar @msi_sohibuliman Klo gak ngerasa slh sih gak usah ttp akun or deactiv FB sih , gw kenal lama koq, dlu.,"
trust,Gus Reza lirboyo dlm Pengawalan Banser pada  pengajian di pondok pesantren An Nur Mojorejo Ngraho BJN…
joy,Tertarik Kaos Bertagar #2019GantiPresiden? 50 Lusin Sedang ... - Tribun Style
anger,[USERNAME] [USERNAME] Yaelah.. sabar ya Vid. sampai lebaran monyet juga engga bakalan ditanggapin cepat ini kalo engga sering diserang dengan follow up tajam. Langsung ke plasa telkom atau telepon 147. Pengalaman sudah sering banget soalnya ini #telkom
joy,Hanya org2 yg tak brpikir cerdas mnilai ini sbgai isu sara. Mari kita smua hrs brpikir kritis dan logis lwan politi…
trust,@Edwin_A_J @PERSIPURA_ @RahmayadiEdy @PSSI @persib Akun resmi official resmi @persipura63 mang.
anger,Saya #PercayaGanjarYasin. Sudahlah mas biarkan saja. Toh mereka sendiri yg akan kena akibatnya. Fokus trs utk Progr…
sadness,Back to maba lyfe. Jam segini baru pulang ke kos. Motoran. Sendirian. Jalanan gelap. Sepi. Takut tp harus berani. Yallah gini bgt minggu2 terakhir kuliah quat quat quattttt!
anger,"Untuk kesekian kalinya complain via socmed selalu dibalas dengan ""template"" yang selalu sama dan tidak memberikan solusi. Apakah sudah SOP nya seperti itu?"
joy,Kami segenap management dan staff PT Radita Hutama Internusa mengucapkan selamat dan sukses atas dirgahayu #asuransiadiradinamika #adirainsurance ke-15.
trust,"Contoh bagi kita semua, beliau cinta ibu dan negara indonesia"
sadness,"Ketika jempol imut ini udah ngetik isi hati yang lagi gundah gulana ini sekita mikir untung nya apa ya ngeluarin unek-unek disosmed ada juga semua makhluk sosmed tau aib-aib yang hanya untuk konsumsi sendiri nd malah kita diketawain so mikir"" lagi "
sadness,Kk bagaimana uang saya kk kenapa inbom saya ngak di balas dari tadi saya tunggu bagaimana kk ko seperti itu tolong kirimin aja uang saya di rek saya kk itu uang buat berlanja sekolah saya .
joy,"@Gerindra @prabowo Siap pak....!!!insya Alloh keluarga saya jg pilih bpk di 2019,2018 mau pilih dlu pasangan asyik di pilgub jabar..."
trust,"Mengatur anggaran memang selalu jadi tantangan, apalagi di bulan Ramadan kali ini. Selain harus mengatur anggaran untuk bekal sahur, bekal buka dan bekal mudik, Anda juga harus menyiapkan anggaran untuk perayaan Idul Fitri, liburan keluarga, dan awal tahun ajaran setelahnya. Meskipun ada 'bantuan' THR dan aplikasi pengatur anggaran, Anda masih saja kebobolan.\n\nNah, menyelipkan uang di ‘tempat-tempat’ tak terduga jadi salah satu trik mengatur anggaran yang sudah teruji zaman yang bisa Anda coba. Yuk, cek trik ‘jadul’ lain yang bisa Anda terapkan untuk siapkan bekal Hari Raya kali ini!*"
trust,"Insha Allah, kalo dari pihak Asyik  gk akan curang"
joy,"Lbh baik banyak berkarya n hasil2 yg baik2, Semangat pak...."
anger,"[USERNAME] [USERNAME] Kamu jg termasuk, kak. Jgn menyebut orang2 selain kamu itu nitijen2, jika kamu masih masuk dr bagian di dalamnya. Bukber?! In this economy?!"
anger,"@rigenz123 @Mugundi @meow_leader @Gerindra @Gerindra juga juara korupsi.. ada Sanusi, ada abangnya si taufik eks na…"
anger,@tunggalp Marah sm Partai Pembela TERORIS @PKSejahtera @Gerindra @Official_PAN \n\nTENGGELAMkan...
joy,"Ngubek Situ Gede, Bogor. Acara tahunan menyambut bulan Ramadhan. Warga ramai-ramai naik getek \jaring\ ikan di Situ…"
trust,"Pengacara Setya Novanto Ancam Bongkar Korupsi di KPK, Begini Katanya"
anger,[USERNAME] sulitlah dipercaya ocehan si rusdi nasution penjaga toko mas [USERNAME] kimak tukang bikin hoax ini.. Tarkul aja sana ko lae nasution
anger,"Aku pun boleh je nak jadi selfish, pemalas dan biadap. Tapi aku ni tak bodoh. Bijak macm gampang? Cantik macam gampang pun. Kalau kau takde adab baik mampus je. Biar bodoh asalkan ada adab. Biadap tu simpan lah. Nanti kau bagi kat anak2 kau. Biar kau pulak rasa macamana biadap tu"
fear,"[USERNAME] [USERNAME] Bukannya kalo puasa harus suci dan bersih, kalo misal dalam keadaan junub kita puasa berarti sama aja diperbolehkan keluar sperma saat puasa donk? Bener gak?"
disgust,Masa orde baru? Jalan desa becek terussss......\nIzin share.. \nMas Budiman
anticipation,Setya Novanto Sempat Minta Pengacara Menemuinya di Rumah
sadness,"Prabowo Subianto Nyatakan Duka Cita Untuk Korban, Dan Kutuk Aksi Terorisme di Surabaya\n#PrayForIndonesia\n"
trust,Pengacara Setya Novanto Tuding Wapres JK Bikin Gaduh
anger,@eae18 @Gerindra Hadeehh nih org seneng bgt yah jd provokator. Dave itu ketus FUI jokoer. Mbok kl uda salah twitnya…
anger,"@psi_id Partai cukong, wajar ga suka sama alm. Soeharto"
sadness,min facebook saya di ambil orang dan saya tidak tau siapa yang ambil alih nya mohon pencerahhan nya
fear,"berharap dengan pindah rumah, dapat mengurangi trauma aim.. namun na'as aim malah dikeluarkan dr sekolah karena bagi sekolah aim dpt menjadi aib dan khawatir aim mjd pelaku pencabulan juga."
trust,"Ini juga yang, konon, menyebabkan SBY tidak lagi menggandeng JK sebagai Cawapres pada Pilpres 2004."
joy,Hemmm yammi...
anticipation,"Dear TEXAS CHICKEN INDONESIA ....\n\n5 perbedaan tersebut pada gambar adalah :\n1. TOPPING Pada ICE CREAM (Foto kanan afa ceri dan anggur, foto kiri tidak ada)\n2. PIPET/ SEDOTAN Pada Minuman (Foto kanan ada, foto kiri tidak ada)\n3. LOGO BINTANG TEXAS (Foto kanan tidak ada, foto kiri ada)\n4. SAUS TOMAT (Foto kanan ada, foto kiri tidak ada)\n5. FRENCHFRIES Kentang Goreng (Foto kanan ada, foto kiri tidak ada).\n\nIkutan yuks...\nSry Nieng'siehh Z\nKintan Umari\nAde Kholisah\nRirin Nisha\nKholisah Shofi Khoirotun"
fear,Gimana nih saya sudah ajuk banding grup milik saya kok belum ada kepastian untuk kembali lagi grup saya yang dihapus pihak fb ? Mohon direspon cepat
anger,@kompascom Jangan kebanyakan tahi gigi dech. Kita buktikan aja nanti ya @fadlizon. Saya yakin Pakde @jokowi akan me…
anger,"@ferrykoto @zarazettirazr @jokowi @AntoniRaja @SBYudhoyono @AntoniRaja guoblok dipelihara, peringkat menurun kok ba…"
joy,Selamat Hari Raya Trisuci Waisak 2562 BE bagi yang merayakan.\n\n#universitasindonesia\n#harirayawaisak
sadness,Saya pribadi jg ikut prihatin ada bom bnuh diri yg memakan korban saudara\kita...dn saya juga prihatin dngn keadaan wrga lereng gunung slamet.yg jg slalu dihantui akan bencna krna proyek pltpb yg sedng berjalan...klo emang kebhinekaan Indonesia hrus dpt perhtian khusus...krn ini jg mengancam nyawa manusia....
joy,Barisan Gus Sholah (BaGusS) pulau Madura sudah merapatkan diri untuk memenangkan pasangan Calon Gubernur Khofifah I…
anticipation,Min Bantu saya donk Facebook Yang bernama perdomex perdomex saya lupa kata sandinya Dan emailnya pake nomor ponsel Dan sudah lama tidak aktip
anticipation,"HTI itu ormas apa partai?.Sejauh ini tdk pernah makar.Aplg kudeta.Cita2 mndirikan negara khilafah,cuma khayalan.Pem…"
anger,"May Day Dipolitisasi, NasDem: Pilpres Masih 1,5 Tahun Kok Sudah Main Begitu"
anticipation,"mau tanya, maaf apa di A&W ada loker ya ?"
joy,@DRaynanda @ganjarpranowo Terimakasih tanggapannya mas Dion.
joy,@detikcom @SBYudhoyono 10 tahun rakyat sangat sejahtera yah Pak...
trust,@HBudiSantoso1 @lukfi_junot @sudirmansaid Pak ini data Akurat dari BPS monggo dibaca baik2 persentasi Rasio penurun…
trust,Selamat buat fungsionaris terpilih....salam adil dan lestari....!!!!!
trust,Jgn menyakiti sahabatmu karena suatu saat nanti kamu tak akan mendapatkan sahabat yg sama; yg sangat peduli akan dirimu.
sadness,"Facebook saya diambil. Ini akun saya 082250054168 kata sandi sudah diganti, dan yg ngambil pihak yg menge-SHARE video porno. Bantu kk"
anger,Nasdem Kritik Prabowo Politisasi Hari Buruh dan Curi Start Kampanye
fear,Jangan lupa...  Ini permintaan Presiden Jokowi setahun lalu. Progress-nya udah sampai dimana?  Transparan dong...…
disgust,"@TeriakanAnak @kompascom @aniesbaswedan @Gerindra Prinsip mereka : 'dikibuli taon depan demo lagi, trus dikibuli lg…"
anticipation,nett nya jd brp?
anticipation,"MAR: Head to Head @prabowo\nVS @jokowi, tidak ada poros"
anger,"[USERNAME] Sudah, jawabannya sama, no HP/billing/NPWP dll tidak terdaftar. Bagaimana mungkin belum terdaftar wong saya mendaftar di kantor BPJSTK di Menara Jamsostek kok. Dan mengapa pakai tokopedia bisa? (Pakai tokopedia kena biaya admin)."
trust,Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…
joy,@MRomahurmuziy Setuju cawapres@jokowi adalah @romahurmuziy ato@prof.mahfud md ...terlihat nasionalis skali
trust,Bismillah ada harapan
anger,"Emang bener yaa ""Orang baik pasti sama yg baik "" Jahat ya sama yang jahat ""Tukang selingkuh ya sama yg tukang selingkuh juga, trus nikah sama2 di selingkuhin"" Jodoh itu cerminan diri, makanya banyakin ngaca"
joy,Survei Indikator Politik merekam elektabilitas Jokowi jauh meninggalkan Prabowo Subianto. Apa tanggapan Prabowo?
trust,Semenjak aku kenal semen merah putih semen yang lain terlupakan...  #SemenMerahPutih\n#PilihanYangKuat
sadness,"ridwanosz [1] Sore, Mas Ridwan. Mohon maaf atas ketidaknyamanannya. Terkait keluhan tidak dapat aktivasi paket deng…"
sadness,"Ketika hatimu terlalu berharap kepada seseorang,maka Allah timpakan keatas kamu pedihnya pengharapan,Supaya kamu mengetahui bahwa Allah sangat mencemburui hati yang berharap selain Dia.Maka Allah menghalangimu dari perkara tersebut agar kamu kembali berharap pada-Nya"
anger,"Percuma bukti numpuk tapi deflasi keberanian. Lihat kasus Munir. Kurang apa buktinya. Lihat kasus Udin, buktinya malah disingkirkan/dihilangkan secara sengaja. Dan kasus2 lainnya [URL]"
trust,Wah.. Wajib nonton ni besok malam
anticipation,Harga sebenarnya berapa ya?
joy,Happy 501 Day. ..
anger,@Eka_Bima78 @Gerindra @prabowo Waduhh masih banyak cebong mabuk darat.maklum ni nggak musim hujan.musim panas jadi gitu dah.#JalanMiring.
disgust,@fadlizon @Gerindra @prabowo Lah katanya 2030 bubar? Piye jal?
fear,Banyak penyakit yang mengintai generasi milenial dikarenakan gaya hidup yang tidak sehat.\n\nPenyakit apa saja ya yang mengintai generasi milenial?\nIni dia salah satunya~ goo.gl/Ve1q3Q\n\n#mnclifetip
joy,Mantaaap
anger,@bimbim_david @NU_rhs @ustadtengkuzul @goeshai @Gerindra @PKSejahtera @Official_PAN @PBB2019 Patai kumpulan setan mesum.
joy,"Tak terasa sebentar lagi Ramadan tiba. Semoga kita bisa menyambut keberkahan di bulan penuh kemuliaan ini dengan bekal sehat, bekal sabar dan bekal amal.\n\nSelamat Menunaikan Ibadah Puasa!"
anger,5) hmm...tapi koq ada yg NGGANJEL yach Dibawah menara TEGANGAN TINGGI ini kira2 nanti dikasih PENGAMAN apa ? Krn sy liat ada dibikin jln menuju menara ini ??? [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]
fear,"[Idm] My, masa gua tadi ketemu tmn SD yg pas SD ngejar gua dan ngasih surat tiap minggunya, asdfghjkl bgt, gk tau knp ngerasa takut gua :v hadeuh jaman SD ngerti apa coba :v"
fear,"Sebelnya kalo udah anxiety tuh tbtb sakit perut, mual, panik, takut, ngerasa sendiri, sedih. Padahal yang gue hadepin bukan apa apa, tapi selalu anxiety duluan knp sih. Cape lho."
fear,@73hanoman @fadlizon @Gerindra @prabowo @jokowi Rakyat yg mana?
anger,@MohArifWidarto Lahhh yg sekarang itu = @jokowi kan berkomentar berdasarkan teks...ya pasti gak ngerti apa2 dia cc…
joy,Congrats buat pemenang
anger,"Apa dasar ngakaknya? Baca koq cuma satu ayat? Gua biasa aja, ngapain marah? Ateis justru sangat menggelikan bagi gua, ketika mereka menyembah Charles Darwin dengan segala teori tahayul dan konyolnya....."
anger,Fisik? Apa itu yg kalian cari? Apa Kalo lu mati ditanya seberapa ganteng lu atau seberapa ganteng muka pacar lu? #menyedihkan sekali nasib anda
joy,"AHY, Harapan Anak Muda dalam Pilpres 2019"
anticipation,"Saya umur 23 tahun S1 teknik industri, apakah ada syarat IPK nya ? Terimakasih"
joy,Nice  pic  PaK   Mentri.......Sering2   lah    datang    d   NTT    bwt     promosi   Pak........Terimakasih    dari   kami  Orang   NTT.
anger,Namanya juga SENGKUNI pak ! JANJI mau JALAN KAKI Jogja - Jakarta juga TIDAK DIPENUHI......................SENGKUNI...........................................SENGKUNI !!!!!
sadness,Mahallllll
fear,@fadlizon @DPR_RI @Gerindra Katanya wakil rakyat.. Presiden mau bikin perpu antiterorisme untuk melindungi rakyat k…
disgust,"@MudasirRomini @BadjaNuswantara @FatiarTiarti @ZUL_Hasan wuih dekat buat kencing, doong, hueeeekkkk"
anticipation,"Bgamna membuka kembali fb lama bila kata sandi,no tlfn,dan Email sdah lupa..\nMohon blsanya Facebook"
anger,Hahahha pengngangguran bisa makan dengan demo pasti otaknya minim ditambah dengan minum kencing onta lengkap deh tololnya
fear,"Ingat ingat!! Jangan dekati Zina dan jangan melakukan zina. Mudah2an para supir truk dan laki2 yg suka ""jajan"" sadar #Supir Truk Juga Tahu #segera Taubat "
anticipation,"sekali lagi saya ingetin ya, disini saya bakal jelasin dimana sekolah nya  sama ada beberapa nama guru sama kaka ke…"
joy,Begitu @prabowo capres @tvOne mulai gencar serang @jokowi 1th kedepan siang malam beritanya prabowo terus
fear,Admin... please gimana mau memulihkan akun lama saya... sayang bgt sudah dari 2009... email lama sdh tdk bs saya akses... saya sudah ikutin proses nya utk mengganti ke email baru... karena sudah 3x dihack.. selalu tiap mau login gak bisa krn kode konfirnasi gak masuk2 ke email baru saya. Tolong dong bantu saya
fear,Facebook bagaimana cara nya nmor telepon yg saya gunakan sudah tidak aktif lagi yg saya maksud itu fb fernando nando yg ini apakah boleh di tambahkan dgn nmor ponsel yg lainya saya takut nya ke blok ntar\nmohon penjelsan nya fb
sadness,"Ya Allah Pengen bgt deh waktu itu berhenti berputar. Perasaan makin kesini setiap menit gak kerasa bgt. Tahu-tahu udah sejam aja, pdhal cuma baca-baca artikel di internet doang"
anger,@Authorizer1 @fadlizon @prabowo @Gerindra @MRomahurmuziy Yg panik para kampret gk punya elektabilitas calon sepadan…
fear,Lagian yaallah ini kuliah ditempat biasa aja bayaran pernah nunggak trs sampe jual mobil gatau deh buat apa mana rumahnya pindah2 jdkan w takut
joy,"@Bud651 @AnnaSuezann @Iwan76738021 @jokowi @prabowo Untuk Pak Gatot ,sy siap jadi relawan ,maju tak gentar membela yg benar benar benar!"
disgust,Lalu dimana suara dan peran Partai Allah ketika terjadi teror bom??\n@PKSejahtera @Gerindra
sadness,"Tolong pak menteri ditindaklanjuti keluhan masyarakat sepintun n tamanbandung kec pauh kab sarolangun area layanan pln rayon sarolangun propinsi jambi proyek listrikdesa pln th 2017 ....sd 7maret 2018 jaringan sutm,sutr n travo tak selesai selesai dikerjakan rekanan pln,kapan masyarakat menikmati listriknya?trims"
anticipation,Medium ukuran berapa cm?
fear,@kumparan Ketua pansus ruu anti terorisme yg 2thn gak kelar2 skrng mlh minta kapolri mundur? Lempar batu sembunyi t…
disgust,Relawan Join Juga Kutuk Aksi Bom Bunuh Diri @cakimiNOW
joy,@PBB2019 @PBB_Riau @pbbkotamedan @pbb_sumut @PBB_KtSerang @Ajuansyah_putra  Vote !
trust,@oskadonfc @sandika_naufal @a_yudha11 @PERSIPURA_ @RahmayadiEdy @PSSI @persipura63 loh kan ini yg dimaksud sedang n…
anticipation,Ini maksud nya beli 1 paket aja dapat 2 paket???
joy,@gusmusgusmu @ganjarpranowo Selama ketidak adilan masih di rasakan dan pancasila ditafsirkan sesuai sudut pandangny…
anger,@jokowi TERUS APA?
anticipation,Mungkin ya smpai puasa.  Soale mlai dr tgll 9 kmrin bru opening HYPERMART.  dan banyak diskon sma vocer.
anticipation,"Perpres TKA Jokowi Dituding Pro Asing, Grace Natalie Beberkan Hasil Temuan Tim Riset"
joy,aku be bingung...bagi saya wong cilik yang penting pemimpin punya sifat SIDIK AMANAH FATHONAH TABLIGH...mudahan selalu dalam lindungan ALLOH SWT
trust,Janganlah kalian mengatakan sesuatu yg tidak kalian kerjaan. Qs. Ash-shaff 2-3\n#AncamanAllah\n #MasyarakatSdhPintarMenilai
joy,"Selamat Paskah pak Jonan, semoga dengan wafat dan  Kebangkitan Yesus dapat menjadi contoh dan me motivasi pelayanan Bapak dan semoga Bapak tetap dalam lindungan Nya  ........"
joy,@Sabhana9 @karniilyas @Gerindra @PKSejahtera @PBB2019 @taufikgerindra @MardaniAliSera @JurhumLantong Sangat sepakat…
anticipation,… I Basmi Kampanye Kotor Kandidat I @MRF_Info @MustafaJajuli @herman_sutono…
sadness,[USERNAME] Iya nad. Ada drama drama cryingnya juga. Apalagi kalo laper... biasa makanan ada tersedia tinggal ambil. Kalo dikos musti cari makan sendiri pas gaada temen nah ini bisa bisa nangis. Jadi kangen ibuk hahaha LOL
anticipation,"Mau tanya..? Kalau mau menawarkan air mineral Eternal Water atau E + Water 500 ml, boleh pak..?"
anticipation,"Admin facebook, saya mau minta tolong bagaimana cara mengambil kembali akun yang di bajak orang yang tidak bertanggung jawab"
trust,Klo nggak ada pdipnya dody pasti saya dan seluruh sanak keluarga saya pilih dody
