tweet,label,processed
"pak sby , ternyata yang bapak lakukan selama 10 tahun dengan berhutang itu bertentangan dengan semangat trisakti .",negative,"['surabaya', 'lakukan', 'tahun-tahun', 'berhutang', 'bertentangan', 'semangat', 'trisakti']"
siang maz sis apa kabar say .,neutral,"['siang', 'maz', 'sis', 'apa-apa', 'kabar', 'sayang']"
"datanglah malam hari anda akan menikmati bandung dari ketinggian bertabur bintang-bintang . ambil seat yang di luar , pesan tenderlon steak atau sop iga bakar . tidak kan menyesal",positive,"['datanglah', 'malam', 'menikmati', 'bandung', 'ketinggian', 'bertabur', 'bintangbintang', 'ambil', 'seat', 'pesan', 'tenderlon', 'steak', 'sop', 'iga', 'bakar', 'tidak', 'menyesal']"
"manfaatkan inseminasi buatan , peternak kabupaten malang raup keuntungan",neutral,"['manfaatkan', 'inseminasi', 'buatan', 'peternak', 'kabupaten', 'malang', 'raup', 'keuntungan']"
"woy ini akses data tidak bisa terus donlod mentok di 48 kbps , bikin keburu keriput menunggu !",negative,"['woy', 'akses', 'data', 'tidak', 'donlod', 'mentok', 'kbps', 'keburu', 'keriput', 'menunggu']"
"jawa itu memang dibentuk moral nya sungkan jadi memang cocok nya ya buat jadi pesuruh saja , karena cocok nya memang jadi bagian pembantu begitu saja .",negative,"['jawa', 'dibentuk', 'moral', 'sungkan', 'cocok', 'pesuruh', 'cocok', 'pembantu']"
catatan refleksi akhir tahun : semesta restorasi - partai nasdem,neutral,"['catatan', 'refleksi', 'tahun-tahun', 'semesta', 'restorasi', 'partai', 'nasdem']"
hinca panjaitan lantik pengurus dpd demokrat papua,neutral,"['hinca', 'panjaitan', 'lantik', 'pengurus', 'dpd', 'demokrat', 'papua']"
kebaikan tidak pernah gagal untuk sampai ke dalam hati .,positive,"['kebaikan', 'tidak', 'gagal', 'hati-hati']"
tempat nya enak buat santai-santai tunggu waktu . tempat nya teduh banyak pohon rindang . tapi buat makan nanti dulu . banyak makanan yang tidak siap diini . spagheti menunggu 1 jam . siapa yang mau menunggu makanan 1 jam buat makanan biasa seperti spageti yang tersedia 30 detik di fastfood .,positive,"['enak', 'santaisantai', 'tunggu', 'teduh', 'pohon', 'rindang', 'makan', 'makanan', 'tidak', 'diini', 'spagheti', 'menunggu', 'jam', 'menunggu', 'makanan', 'jam', 'makanan', 'spageti', 'tersedia', 'detik', 'fastfood']"
pemerataan jaringan terus dilakukan dan secara bertahap oleh telkom .,neutral,"['pemerataan', 'jaringan', 'bertahap', 'telkom']"
pertama kali makan di sini benar-benar bikin lupa diri . harga murah buat saya kalap ambil banyak makanan __laugh__,positive,"['kali', 'makan', 'benarbenar', 'lupa', 'harga', 'murah', 'kalap', 'ambil', 'makanan', 'laugh']"
"tempat yang nyaman untuk hang - out atau sambil kerjakan tugas . makanan berat dan ringan , semua tersedia . rawon nya pas .",positive,"['nyaman', 'hang', 'out', 'kerjakan', 'tugas', 'makanan', 'berat', 'ringan', 'tersedia', 'rawon', 'pas']"
dedi mulyadi vs ridwan kamil pada pilkada jawa barat 2018,neutral,"['dedi', 'mulyadi', 'vs', 'ridwan', 'kamil', 'pilkada', 'jawa', 'barat']"
"ada berbagai macam makanan selain pasta di sini . makanan nya modern-modern , makanan barat sama eropa . tempat nya enak dan nyaman untuk ngobrol . karena pesan nya pasta jadi menurut saya pasta nya enak .",positive,"['makanan', 'pasta', 'makanan', 'modernmodern', 'makanan', 'barat', 'eropa', 'enak', 'nyaman', 'mengobrol', 'pesan', 'pasta', 'pasta', 'enak']"
orang bisu kesurupan menyusahkan,negative,"['orang-orang', 'bisu', 'kesurupan', 'menyusahkan']"
"suasana restoran alamiah , pasti didisain oleh arsitek . ada air sungai dengan suara gemericik yang enak didengar . bagi orang kota yang tidak pernah mendengar suara gemericik air di sinilah tempat nya . tumbuhan pakis hutan ditata dengan apik . ada jembatan kayu yang bagus untuk latar belakang memotret . soal rasa masakan pasti nya membuat lidah kita bergoyang deh . sangat bagus makan di sini dengan membawa keluarga .",positive,"['suasana', 'restoran', 'alamiah', 'didisain', 'arsitek', 'air', 'sungai', 'suara', 'gemericik', 'enak', 'didengar', 'orang-orang', 'kota', 'tidak', 'mendengar', 'suara', 'gemericik', 'air', 'tumbuhan', 'pakis', 'hutan', 'ditata', 'apik', 'jembatan', 'kayu', 'bagus', 'latar', 'memotret', 'masakan', 'lidah', 'bergoyang', 'deh', 'bagus', 'makan', 'membawa', 'keluarga']"
habis beli pulsa mau daftar paket internet gagal terus dan suruh mengulang terus di 363 dan tetap tidak bisa,neutral,"['habis', 'beli', 'pulsa', 'daftar', 'paket', 'internet', 'gagal', 'suruh', 'mengulang', 'tidak']"
"tempat yang asik dan romantis , di samping makanan nya yang juga enak . makan pagi dengan melihat pemandangan yang menawan seperti memberikan sensasi sendiri pada restoran ini .",positive,"['asik', 'romantis', 'samping', 'makanan', 'enak', 'makan', 'pagi', 'pemandangan', 'menawan', 'sensasi', 'restoran']"
"kafe lembah curug menyediakan makanan khas sunda bergaya kafe anak muda , selain tempat yang nyaman harga dari tempat ini terbilang murah dan terjangkau",positive,"['kafe', 'lembah', 'curug', 'menyediakan', 'makanan', 'khas', 'sunda', 'bergaya', 'kafe', 'anak-anak', 'muda', 'nyaman', 'harga', 'terbilang', 'murah', 'terjangkau']"
erdogan menang pasti karena curang !,negative,"['erdogan', 'menang', 'curang']"
lomba panjat pinang diajarkan belanda untuk menertawai pribumi . apa pendapat mu ?,negative,"['lomba', 'panjat', 'pinang', 'diajarkan', 'belanda', 'menertawai', 'pribumi', 'apa-apa', 'pendapat', 'mu']"
saya menikmati batagor di riri di pool travel cititrans jalan . dari junjunan sambil menunggu jam keberangkatan ke jakarta . hanya tersedia siomay dan tahu dengan harga 10 ribu per potong . rasa ikan tenggiri nya cukup kental dipadu dengan saos kacang bercampur kecap manis . cukup mengenyangkan sebagai camilan di sore hari,positive,"['menikmati', 'batagor', 'riri', 'pool', 'travel', 'cititrans', 'jalan', 'junjunan', 'menunggu', 'jam', 'keberangkatan', 'jakarta', 'tersedia', 'siomay', 'harga', 'ribu', 'potong', 'ikan', 'tenggiri', 'kental', 'dipadu', 'saos', 'kacang', 'bercampur', 'kecap', 'manis', 'mengenyangkan', 'camilan', 'sore']"
"saya dan keluarga baru pertama kali ini ke tempat ini , dengan keunikkan nya anak-anak suka sekali . , karena mereka bisa menikmati kue-kue yang memutar di atas meja . lumayan baik sekali dan burger nya juga enak sekali .",positive,"['keluarga', 'kali', 'keunikkan', 'anakanak', 'suka', 'menikmati', 'kuekue', 'memutar', 'meja', 'lumayan', 'burger', 'enak']"
"cocok . ridwan kamil st dan charli st 12 , jadi penyanyi saja daripada jadi gubernur",negative,"['cocok', 'ridwan', 'kamil', 'st', 'charli', 'st', 'penyanyi', 'gubernur']"
"untuk malam minggu di sana pasangan diberi tempat couple dan tempat nya tidak nyaman , karena saat orang lewat di sana tempat kami goyang-goyang , lebih tepat nya mirip seperti warung pinggir jalan di lembang . tidak sesuai dengan harga makanan yang disajikam , seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taro di tempat seperti itu .",negative,"['malam', 'minggu', 'pasangan', 'couple', 'tidak', 'nyaman', 'orang-orang', 'goyanggoyang', 'warung', 'pinggir', 'jalan', 'lembang', 'tidak', 'sesuai', 'harga', 'makanan', 'disajikam', 'pasangan', 'bagus', 'bukan', 'sembarang', 'terima', 'tamu', 'taro']"
"enkaolshop , terpercaya , barang nya bagus bagus",positive,"['enkaolshop', 'terpercaya', 'barang', 'bagus', 'bagus']"
"bakmi nya enak , pedas dan ada macam-macam rasanya , tergantung selera , porsi nya juga banyak , harus ke sini lagi supaya bisa coba menu bakmie yang lainnya",positive,"['bakmi', 'enak', 'pedas', 'macammacam', 'tergantung', 'selera', 'porsi', 'coba', 'menu', 'bakmie']"
"masakan nya sunda banyak , piring sendok , gelas nya juga sunda banyak , macam-macam nya suda banyak . cocok untuk keluarga .",positive,"['masakan', 'sunda', 'piring', 'sendok', 'gelas', 'sunda', 'macammacam', 'cocok', 'keluarga']"
"salah satu restoran terbaik di bandung , yang terdapat di hotel savoy homann bidakara . makanan yang disajikan pada saat sarapan , lunch dan diner sangat variatif .",positive,"['salah', 'restoran', 'terbaik', 'bandung', 'hotel', 'savoy', 'homann', 'bidakara', 'makanan', 'disajikan', 'sarapan', 'lunch', 'diner', 'variatif']"
"resto yang terletak di atas bukit di area dago pakar ini , saya rekomendasikan untuk anda singgahi jika anda ingin bersantap sambil menikmati sunset . karena letak nya yang berada di dataran tinggi , anda dapat menikmati keindahan alam pegunungan dan suasana kota bandung . untuk makananan nya sendiri ada beberapa cita rasa , dari masakan sunda , indonesia hingga internasional .",positive,"['resto', 'terletak', 'bukit', 'area', 'dago', 'pakar', 'rekomendasikan', 'singgahi', 'bersantap', 'menikmati', 'sunset', 'letak', 'dataran', 'menikmati', 'keindahan', 'alam', 'pegunungan', 'suasana', 'kota', 'bandung', 'makananan', 'cita', 'masakan', 'sunda', 'indonesia', 'internasional']"
"makanan enak dan bervariasi dengan pemandangan bukit yang bikin damai di hati , rasanya betah berlama-lama duduk sambil mengobrol ngalor ngidul",positive,"['makanan', 'enak', 'bervariasi', 'pemandangan', 'bukit', 'damai', 'hati-hati', 'betah', 'berlamalama', 'duduk', 'mengobrol', 'ngalor', 'ngidul']"
yogyakarta ini ditiap sudut jalan banyak hotel . tapi sayang . untuk kelas bintang 3 saja harga lebih mahal dengan pelayanan tidak setara .,negative,"['yogyakarta', 'ditiap', 'sudut', 'jalan', 'hotel', 'sayang', 'kelas', 'bintang', 'harga', 'mahal', 'pelayanan', 'tidak', 'setara']"
sebenarnya gue kemarin marah banget gara-gara indosat tidak ada sinyal sama sekali,negative,"['gue', 'kemarin', 'marah', 'banget', 'garagara', 'indosat', 'tidak', 'sinyal']"
rakyat sudah jenuh mendengar ocehan politikus jika baik kenapa tidak katakan baik . kenapa semua yang dilakukan pemerintah . semuanya tidak ada baiknya .,negative,"['rakyat', 'jenuh', 'mendengar', 'ocehan', 'politikus', 'tidak', 'pemerintah', 'tidak', 'baiknya']"
"kafe ini sudah ada sejak zaman dulu , yang favorit adalah aneka sosis nya . favorit saya blackpepper sausage . disajikan dengan kentang goreng .",positive,"['kafe', 'zaman', 'favorit', 'aneka', 'sosis', 'favorit', 'blackpepper', 'sausage', 'disajikan', 'kentang', 'goreng']"
"daerah dinoyo , sangat sangat macet sampai bikin telat masuk kantor",negative,"['daerah', 'dinoyo', 'macet', 'telat', 'masuk', 'kantor']"
babak awal pertarungan menteri susi korsel cinta kpud,neutral,"['babak', 'pertarungan', 'menteri', 'susi', 'korsel', 'cinta', 'kpud']"
"warung bakso yang cuma ada di kota bandung dengan tambahan ceker , tulang , kikil yang membuat perut menjadi kenyang .",positive,"['warung', 'bakso', 'kota', 'bandung', 'tambahan', 'ceker', 'tulang', 'kikil', 'perut', 'kenyang']"
"kang hasil pembangunan trotoar di depan riau junction tidak di bereskan kembali , alhasil tempat pejalan kaki kotor",negative,"['kang', 'hasil', 'pembangunan', 'trotoar', 'riau', 'junction', 'tidak', 'bereskan', 'alhasil', 'pejalan', 'kaki', 'kotor']"
"andai tadi jam setengah 6 langsung bergiat , tidak menunggu jam 6 . tidak bakal terjebak macet . tidak bakal tahan pipis .",negative,"['andai', 'jam', 'langsung', 'bergiat', 'tidak', 'menunggu', 'jam', 'tidak', 'terjebak', 'macet', 'tidak', 'tahan', 'pipis']"
sekecewa-kecewa nya itu ya beli barang mahal-mahal tahu nya jelek .,negative,"['sekecewakecewa', 'beli', 'barang', 'mahalmahal', 'jelek']"
"wah saus steak nya mantap banget ada bau-bau wangi gosong2 begitu saya suka makanan yang berbau wangi gosong , tapi bukan gosong steak sirloin nya mantan , es coklat nya enak . harga juga bersahabat , hanya susah saja dapat parkir nya satu orang bawa mobil satu kenya kebiasaa nya __laugh__ .",positive,"['saus', 'steak', 'mantap', 'banget', 'baubau', 'wangi', 'gosong', 'suka', 'makanan', 'berbau', 'wangi', 'gosong', 'bukan', 'gosong', 'steak', 'sirloin', 'mantan', 'es', 'coklat', 'enak', 'harga', 'bersahabat', 'susah', 'parkir', 'orang-orang', 'bawa-bawa', 'mobil', 'kenya', 'kebiasaa', 'laugh']"
"set ikan gurame yang sangat murah , dengan rasa yang sangat enak . sangat direkomendasikan sekiranya mau makan ikan .",positive,"['set', 'ikan', 'gurame', 'murah', 'enak', 'direkomendasikan', 'makan', 'ikan']"
"room sangat nyaman dan bersih , tetapi sayang bek nya queen padahal minta nya kini . tetapi okelah . ada musala , air lancar dan bersih . untuk sarapan lumayan diantar ke room",positive,"['room', 'nyaman', 'bersih', 'sayang', 'bek', 'queen', 'okelah', 'musala', 'air', 'lancar', 'bersih', 'sarapan', 'lumayan', 'diantar', 'room']"
"menurut saya tempat nya strategis , karena dekat dengan swalayan , dan dekat dengan pintu tol pasteur , makanan nya enak dan tempat nya nyaman dan bersih",positive,"['strategis', 'swalayan', 'pintu', 'tol', 'pasteur', 'makanan', 'enak', 'nyaman', 'bersih']"
"senang banget sama hotel ini , enak , nyaman , asri plus dapat afternoon tea time untuk gratis ! makanan dan minuman enak . angin semriwing sambil minum bandrek , delightful ! terima kasih untuk mbak diah dan mas artha bartender for services !",positive,"['senang', 'banget', 'hotel', 'enak', 'nyaman', 'asri', 'plus', 'afternoon', 'tea', 'time', 'gratis', 'makanan', 'minuman', 'enak', 'angin', 'semriwing', 'minum', 'bandrek', 'delightful', 'terima', 'kasih', 'mbak-mbak', 'diah', 'mas', 'artha', 'bartender', 'for', 'services']"
"sebagai netijen yang baru april lalu piknik ke toba , hanya mau bilang bahwa iya benar banyak hal yang mengecewakan dari sistem pariwisata di sana . parapat - nya kotor , susah cari akomodasi yang benar-benar bagus , agen transportasi tidak profesional , supir travel nya sedikit-sedikit , pokok nya big bukan buat parapat .",negative,"['netijen', 'april', 'piknik', 'toba', 'bilang-bilang', 'iya', 'benar-benar', 'mengecewakan', 'sistem', 'pariwisata', 'parapat', 'kotor', 'susah', 'cari', 'akomodasi', 'benarbenar', 'bagus', 'agen', 'transportasi', 'tidak', 'profesional', 'supir', 'travel', 'sedikitsedikit', 'pokok', 'big', 'bukan', 'parapat']"
"pada awal keberadaan nya kafe ini cukup berkelas karena tampilan nya cukup menarik baik desain atau interior nya dibandingkan retoran / kafe di sekitar lokasi jalan riau . namun , seiring waktu semakin banyak kafe di sekitar lokasi fabrik . terletak persis di depan penagdilan negeri bandung , di lokasi kafe ini juga ada distro dengan koleksi fashion unik . restoran / kafe ini masih cukup nyaman dan asyik untuk tempat berkumpul .",positive,"['keberadaan', 'kafe', 'berkelas', 'tampilan', 'menarik', 'desain', 'interior', 'dibandingkan', 'retoran', 'kafe', 'lokasi', 'jalan', 'riau', 'seiring', 'kafe', 'lokasi', 'fabrik', 'terletak', 'persis', 'penagdilan', 'negeri', 'bandung', 'lokasi', 'kafe', 'distro', 'koleksi', 'fashion', 'unik', 'restoran', 'kafe', 'nyaman', 'asyik', 'berkumpul']"
"tidak usah pencitraan . karena fitnah . demonstrasi-demonstrasi fpi byrn say mui wowo bayarkan bui 313 dakwah saradanpolitik anti kafir anti ahok , bayar saracen 1500 pamflet sara tidak salatkan penista , dan ancaman tamasya ala jadi masuk sel dan kalah pilkada sara , kok asu tidak didiskualifikasi ?",negative,"['tidak', 'pencitraan', 'fitnah', 'demonstrasidemonstrasi', 'fpi', 'byrn', 'sayang', 'mui', 'wowo', 'bayarkan', 'bui', 'dakwah', 'saradanpolitik', 'anti', 'kafir', 'anti', 'ahok', 'bayar', 'saracen', 'pamflet', 'sara', 'tidak', 'salatkan', 'penista', 'ancaman', 'tamasya', 'ala', 'masuk', 'sel', 'kalah', 'pilkada', 'sara', 'asu', 'tidak', 'didiskualifikasi']"
"berkunjung di sini , yang utama nya adalah suasana makan nya . selebihnya tidak ada yang istimewa . makanan yang dijual juga relatif mahal dengan rasa yang kurang begitu enak . makanan yang di antar juga sudah dingin . rasa yang kadang terlalu asin .",positive,"['berkunjung', 'utama', 'suasana', 'makan', 'selebihnya', 'tidak', 'istimewa', 'makanan', 'dijual', 'relatif', 'mahal', 'enak', 'makanan', 'dingin-dingin', 'kadang', 'asin']"
ketum geomaritim kritisi kebijakan menteri susi,neutral,"['ketum', 'geomaritim', 'kritisi', 'kebijakan', 'menteri', 'susi']"
mau marah ke indosat ! kok sinyal nya hilang melulu si,negative,"['marah', 'indosat', 'sinyal', 'hilang', 'melulu']"
pelayanan terbaik memang diberikan oleh bukalapak,positive,"['pelayanan', 'terbaik', 'bukalapak']"
"saya suka makan seafood di sini , karena segar dari kolam ambil nya . dicoba lobster nya deh , lobster nya menurut saya lebih murah dibandingkan restorant seafood sekelas lainnya . rasanya juga enak mau dibumbukan / dibakar . kepiting nya bisa dibawa pulang dan gede gede , bumbu nya melepoh banyak pokok nya enak banget . nama nya kepiting termos . rekomendasi resto seafood di bandung pokok nya .",positive,"['suka', 'makan', 'seafood', 'segar', 'kolam', 'ambil', 'dicoba', 'lobster', 'deh', 'lobster', 'murah', 'dibandingkan', 'restorant', 'seafood', 'sekelas', 'enak', 'dibumbukan', 'dibakar', 'kepiting', 'dibawa', 'pulang', 'gede', 'gede', 'bumbu', 'melepoh', 'pokok', 'enak', 'banget', 'nama-nama', 'kepiting', 'termos', 'rekomendasi', 'resto', 'seafood', 'bandung', 'pokok']"
kemarin mereka mendaftar beasiswa djarum,neutral,"['kemarin', 'mendaftar', 'beasiswa', 'djarum']"
"tempat strategis , halaman luas , tetapi jumlah ke kendaraan kalau sudah jam makan siang waduh masih kurang juga tempat parkir nya , disambut dengan gaya khas bandung , tempat bersih , ada musik yang terdengar sayu2 . cepat penyajian nya",positive,"['strategis', 'halaman', 'luas', 'kendaraan', 'jam', 'makan', 'siang', 'parkir', 'disambut', 'gaya', 'khas', 'bandung', 'bersih', 'musik', 'terdengar', 'sayu', 'cepat', 'penyajian']"
di sana kebanyakan penggemar ego dan multifandom begitu . tapi waktu stage nya ski semuanya hype banget . soal nya lagu nya pesta semua yang dibawakan . iya banyak banget yang kecewa . soal nya stage mereka tidak sebagus para junior .,negative,"['kebanyakan', 'penggemar', 'ego', 'multifandom', 'stage', 'ski', 'hype', 'banget', 'lagu', 'pesta', 'dibawakan', 'iya', 'banget', 'kecewa', 'stage', 'tidak', 'sebagus', 'junior']"
jadi bosan semua film sudah ditonton dan sekarang untuk mati gaya .,negative,"['bosan', 'film', 'ditonton', 'mati', 'gaya']"
"kemarin saya lagi punya uang berlebih nih , jadi sekali sekali saya mau makan abuba steak lagi , saya sudah sering makan di sini , karena steak nya yang enak banget",positive,"['kemarin', 'uang', 'berlebih', 'makan', 'abuba', 'steak', 'makan', 'steak', 'enak', 'banget']"
