,label,tweet
1461,fear,"['ceritanya', 'malam', 'tuh', 'dirumah', 'ber', 'ade', 'lingkungan', 'rumah', 'tuh', 'sepi', 'parah', 'seram', 'deh', 'pokoknya', 'malam', 'jam', 'an', 'tbtb', 'sikring', 'lampu', 'tuh', 'nurunin', 'mati', 'tuh']"
1462,anger,"['kapok', 'ketemu', 'kumpul', 'sepupu', 'bangsat', 'anjrit', 'penipu', 'korup', 'belagu', 'sirik', 'dengki', 'anjing', 'mampus', 'liat', 'rumah', 'cicil', 'hasil', 'nipu', 'hahaha', 'god', 'never', 'sleep']"
1463,sadness,"['sepenanggungan', 'meninggalnya', 'ramona', 'sari', 'sejawat', 'aktivis', 'salah', 'pejuang', 'tangguh',  , 'hak', 'kesehatan', 'seksual', 'reproduksi', 'perempuan', 'indonesia', 'semoga', 'maha', 'berkenan', 'memeluk', 'pulang', 'tuhan', 'tuhan', 'mengambil']"
1464,anger,"['lahir', 'sekolah', 'bong', 'pki', 'bong', 'bandit', 'rampok', 'sejenis', 'menganggu', 'soeharto', 'dibilang', 'kejam', 'pki', 'bandit', 'rampok', 'bong', 'bong', 'bongak']"
1465,anger,"['cewek', 'jan', 'ah', 'dweilah', 'apansi', 'ha', 'apan']"
1466,sadness,"['pacaran', 'kerjanya', 'sift', 'jujur', 'lumayan', 'nga', 'ena', 'libur', 'berangkat', 'berangkat', 'libur', 'libur', 'abis', 'sift', 'malam', 'capai', 'tantangan', 'ngeliat', 'pacaran', 'mudahnya', 'jalan', 'alias', 'bacot', 'huhuhu']"
1467,happy,"['bank', 'ramai', 'ampe', 'antrian', 'duduknya', 'diluar', 'toko', 'emas', 'meluber', 'ampe', 'mbaknya', 'jualan', 'swalayan', 'antrian', 'kasir', 'naudzubilah', 'bahagia', 'kayaknya', 'semoga', 'oh', 'semoga', 'rs', 'sepi', 'pasien', 'sembuh', 'pulang', 'berbahagia']"
1468,love,"['dear', 'member', 'livable', 'mince', 'sayang', 'mince', 'berjuang', 'dukungan', 'mince', 'makasih', 'menemani', 'mince', 'livable', 'ka', 'mince', 'sayang', 'kakak', 'livable']"
1469,happy,"['abis', 'saur', 'suka', 'kulsub', 'kuliah', 'subuh', 'abis', 'adzan', 'subuh', 'main', 'matahari', 'terbit', 'patariktatik', 'lodong', 'anak', 'rw', 'sebelah']"
1470,fear,"['setuju',  , 'antisipasi', 'kegiatan', 'sotr', 'berujung', 'tawuran', 'disertai', 'aksi', 'vandalisme', 'terciptanya', 'keamanan', 'kenyamanan', 'warga', 'kasihan', 'pulang', 'larut', 'malam', 'mendekati', 'raya']"
1471,fear,"['curhat', 'sahabat', 'takut', 'bocorin', 'percaya', 'curhat', 'rahasia', 'sahabat', 'terdekat']"
1472,anger,"['gini', 'takut', 'pelayanan', 'ambil', 'hei', 'pelayanan', 'tuhan', 'sapa', 'tuhan', 'percaya', 'aneh', 'pakai', 'main', 'fitnah', 'jatuhkan']"
1473,fear,"['santap', 'sahur', 'menyimak', 'ceramah', 'tv', 'muncul', 'bunyi', 'hati', 'hati', 'yon', 'syiah', 'itt', 'sahur', 'hilang', 'selera']"
1474,love,"[ , 'manusia', 'tibatiba', 'nyita', 'perhatian', 'gara', 'kukira', 'orangnya', 'kalem', 'allahu', 'bobrok', 'bobrok', 'cinta', 'huhu', 'budak cinta', 'sori']"
1475,anger,"['survey', 'cewek', 'bilang', 'cowok', 'pegang', 'mitos', 'gaes', 'si', 'cewek', 'pegang', 'omongannya', 'coba', 'survey', 'berbeda', 'ku']"
1476,love,"['sayang', 'gede', 'berasa', 'perasaan', 'kemarin', 'lahir', 'gede', 'bawel']"
1477,anger,"['otak', 'bodoh', 'apapun', 'posisinya', 'apapun', 'gelarnya', 'bodoh', 'hrsnya', 'otak', 'diisi', 'ilmu', 'pengetahuan', 'diisi', 'maaf', 'tahi']"
1478,anger,"['pilih', 'pemimpin', 'petahana', 'gub', 'males']"
1479,happy,"['pembayaran', 'upah', 'pkt', 'ds', 'madurejo', 'pasirian', 'lumajang', 'masy', 'tersenyum', 'bahagia', 'tppijatim',  ,  ]"
1480,love,"['meluk', 'adik', 'sayang', 'sabar', 'adik', 'hamil', 'emosi', 'bahaya', 'kandungan', 'adik', 'vian', 'bilang', 'mengecup', 'kening', 'adik']"
1481,happy,"['memangnya', 'ajakmu', 'mengekormu', 'mcflurry', 'hujan', 'gini', 'beli', 'hangat', 'eh', 'katamu', 'belinya', 'hujan', 'menoleh', 'tertawa']"
1482,anger,"['ksel', 'expo', 'dpnya', 'mah', 'boro', 'brangkat', 'psen', 'tiket', 'mals', 'udahh', 'malang', 'beb', 'isi', 'dp', 'jotosin', 'palanya']"
1483,sadness,"['astagah', 'sifat', 'humoris', 'scorpio', 'topeng', 'menutupi', 'luka', 'hidupnya']"
1484,happy,"['diumumkan', 'lulus', 'sujud', 'syukur', 'mengambil', 'bunga', 'menghampiri', 'memeluk', 'menciumku', 'air', 'kuasa', 'kubendung', 'mom', 'this', 'is', 'my', 'birthday', 'present', 'for']"
1485,happy,"['gaji', 'jt', 'segitu', 'tabung', 'target', 'tabung', 'jt', 'kantor', 'slipi', 'kost', 'toamang', 'ojol', 'pp', 'ribu', 'kost', 'layak', 'cuciin']"
1486,anger,"['thread', 'dipersembahkan', 'wanita', 'permisif', 'pelecehan', 'dialami', 'wanita', 'alasan', 'kejadian', 'mengadukan', 'khanmaen']"
1487,love,"['my', 'baby',  , 'anak', 'mamih', 'cantik', 'jam', 'engkau', 'tinggalkan', 'mamih', 'sayang', 'mamih', 'kering', 'tanpamu', 'cinta', 'you', 'rien', 'ku', 'sayang']"
1488,anger,"[ , 'menghubungi', 'bca', 'tekan', 'pulsa', 'habis', 'maaf', 'operator', 'sibuk', 'gimana', 'cek', 'status']"
1489,anger,"['smp', 'era', 'an', 'dikenal', 'bangsa', 'pemalu', 'an', 'muncul', 'virus', 'malu', 'berkembang', 'bangsa', 'memalukan', 'tertangkap', 'kriminal', 'bergaya', 'selebritis', 'didepan', 'kamera', 'bpip', 'basmi', 'virus', 'merasakan', 'hasil', 'bpip']"
1490,love,"['meneriakkan', 'namamu', 'deras', 'hujan', 'memandangmu', 'kejauhan', 'berdoa', 'hening', 'malam', 'cinta', 'diam', 'kupertahankan']"
1491,fear,"['menyebrang', 'jalan', 'margonda', 'kelapa', 'pertigaan', 'juanda', 'zebra', 'cross', 'motor', 'mobil', 'ngebut', 'takut', 'nyebrang', 'sekalinya', 'nyebrang', 'khawatir', 'kendaraan', 'ngerem', 'mendadak']"
1492,love,"['tos', 'huhu', 'kenal', 'suara', 'pas', 'ostnya', 'man', 'from', 'the', 'star', 'sumpah', 'jatuh', 'cinta']"
1493,happy,"[ , 'alhamdulillah', 'panglima', 'kapolri', 'selamat', 'ditujuan', 'kian', 'sinergi', 'tni', 'polri', 'seantero', 'nkri', 'met', 'tugas', 'sukses']"
1494,anger,"['suka', 'gondok', 'dongkol', 'mangkel', 'kagetnya', 'meniqa', 'semoga', 'insyafmu', 'abal', 'abal', 'mas', 'ha', 'ha', 'ha', 'semoga', 'alim', 'habluminallah', 'habluminannas', 'niat', 'maaf', 'wanita', 'disakitinya']"
1495,fear,"['tolong', 'ditelusuri', 'penangkapan', 'ratusan', 'terduga', 'teroris', 'puluhan', 'ditembak', 'mati', 'ditangkap']"
1496,sadness,"['ketiga', 'kenak', 'gondongan', 'auk', 'darimana', 'asalnya', 'gerah', 'malam', 'tidur', 'nyerinya', 'kepala']"
1497,anger,"[ , 'kasihan', 'tuh', 'pks', 'ngemis', 'ngemis', 'sodorin', 'nama', 'nama', 'cawapres', 'pilih', 'menit', 'menit', 'pilih', 'cawapresnya', 'tamat', 'cawapres', 'pks', 'pilihannye']"
1498,sadness,"['ramadhan', 'semoga', 'otak', 'nyantol', 'permendikbud', 'dkk', 'kurtilas', 'ih', 'kurtilas']"
1499,fear,"['pemantauan', 'sosialisasi', 'wilayah', 'krb', 'melaksanakan', 'patroli', 'rutin', 'semangat', 'waspada']"
1500,love,"[ , 'well', 'prince', 'charles', 'bilang', 'waktu', 'george', 'lahir', 'senang', 'berusaha', 'kakek', 'ngejaga', 'william', 'beliau', 'mengajak', 'george', 'menanam', 'bareng', 'pokoknya', 'sayang']"
1501,love,"['tertawa', 'mewek', 'aing', 'sayang', 'gimana', 'bayang', 'bayangnya', 'lol']"
1502,anger,"['sabar', 'sayang', 'balasan', 'ill', 'pakai', 'sure', 'theyll', 'get', 'it', 'dont', 'hide', 'ur', 'smile', 'dont', 'give', 'me', 'fake', 'smile', 'everything', 'gon', 'na', 'be', 'okay',  ]"
1503,fear,"['negeri', 'taat', 'aturan', 'pulang', 'indonesia', 'minggu', 'kebingungan', 'jahat', 'jahatin', 'mah']"
1504,love,"['ekhem', 'tes', 'tes', 'sayang', 'phirel', 'couple', 'tampan', 'couple', 'phi', 'ayo', 'liat']"
1505,love,"['seluruhku', 'mencintai', 'dirimu', 'melekat', 'indah', 'cinta', 'lekukan', 'tubuh', 'sisimu', 'ketidaksempurnaanmu', 'sempurna', 'milikku']"
1506,sadness,"['yaallah', 'pacar', 'nerimo', 'gemati', 'pelit', 'bayarin', 'makan', 'suka', 'mengajak', 'duluan', 'rewel', 'biar', 'sakit', 'hatinya', 'ilang', 'amin']"
1507,fear,"['kemarin', 'merasakan', 'namanya', 'takut', 'malam', 'pas', 'jemput', 'ira', 'bicara', 'ketemu', 'hantu', 'dijalan', 'nangis', 'setakut', 'daerah', 'dilewatin', 'rawan']"
1508,fear,"[ , 'takut', 'fitnah', 'huhu', 'yaudah', 'macem', 'macem', 'internet', 'diblacklist', 'holcim', 'asli']"
1509,sadness,"['dunia', 'bayangan', 'badan', 'kejar', 'menjauh', 'menjauh', 'pilihan', 'mengikutimu', 'ibnu', 'qayyim']"
1510,love,"['apapun', 'hadapi', 'terwujud', 'impian', 'hati', 'yakinlah', 'tuhan', 'merestui', 'cinta', 'abadi', 'dunia', 'berputar', 'cinta', 'takkan', 'pudar', 'tiada', 'berubah', 'abadi', 'aahhsek']"
1511,anger,"['serius', 'elu', 'player', 'troll', 'player', 'toxic', 'player', 'noob', 'game', 'vainglory', 'elu', 'maafin', 'jancok', 'neraka', 'bangsat']"
1512,sadness,"['jaman', 'orba', 'lebaran', 'gini', 'diajak', 'kepasar', 'beli', 'baju', 'suka', 'kebeli', 'nawarnya', 'mentok', 'biasalah', 'anak', 'ekonomi', 'menentu', 'waktu']"
1513,anger,"[ ,  ,  , 'butuh', 'template', 'kak',  , 'jwab', 'order', 'tanggal', 'mei', 'brgny']"
1514,fear,"[ ,  ,  , 'iya', 'dilakuin', 'nekat', 'tol', 'membahayakan', 'kebayang', 'nekat', 'tol', 'mayoritas', 'kendaraan', 'ngeri', 'bayanginnya']"
1515,sadness,"['lakukan', 'mikir', 'keras', 'mantengin', 'leptop', 'berharap', 'ide', 'buntu', 'setel', 'musik', 'berharap', 'merilekskan', 'otak', 'biar', 'inspirasi', 'buntu', 'glibag', 'glibug', 'kasur', 'merenung', 'meluk', 'bantal', 'ketiduran']"
1516,love,"[ , 'gimana', 'jelasinnya', 'wkwkwk', 'kalinya', 'bikin', 'degdegan', 'mengenal', 'deket', 'pas', 'kelas', 'smp', 'relatif', 'wkwkw']"
1517,happy,"['oke', 'fix', 'selesai', 'persen', 'bye', 'bye', 'bye', 'harapan', 'indah', 'terima kasih', 'all', 'team', 'semoga', 'cepat', 'proyek', 'aminn']"
1518,fear,"['bu',  ,  , 'no', 'seri', 'photo', 'copyan', 'dipotongi', 'nilainya', 'kcl', 'potensi', 'pendapatan', 'daerah', 'hilang']"
1519,love,"['merasakan', 'betapa', 'mencintaimu', 'gombal', 'ku', 'pungkiri', 'sebenar', 'benarnya', 'cinta', 'you', 'sayang']"
1520,anger,"[ ,  , 'orderan', 'driver', 'gojek', 'mgomel', 'keterangan', 'alamat', 'tulis', 'liat', 'aplikasi', 'pegang', 'tulis', 'lengkap', 'no', 'rumah', 'no', 'kesal', 'diomelin', 'aplikasi', 'gojek', 'ygvkrg', 'kom']"
1521,anger,"['jalan', 'aga', 'ramai', 'jualan', 'liat', 'dagang', 'baju', 'baju', 'tulisannya', 'gila', 'mesti', 'kaya', 'gitunya', 'kadang', 'bingung', 'indonesia', 'bersyukurnya']"
1522,anger,"['rakyat', 'indonesia', 'menderita', 'ulah', 'koruptor', 'kebal', 'hukum', 'bahagia', 'penderitaan', 'rakyat', 'indonesia', 'penjajah', 'terparah', 'koruptor', 'rakyat', 'keras', 'membanting', 'tulang', 'koruptor', 'menikmatinya']"
1523,anger,"['turun', 'gunung', 'diam', 'diam']"
1524,love,"['suka', 'ayah', 'salah', 'satunya', 'kesetiaannya', 'dimana', 'buktiin', 'cinta', 'seumur', 'hidup', 'berani', 'ngelakuin', 'apapun', 'pntg', 'hidup', 'sang', 'pujaan', 'hati', 'mati']"
1525,sadness,"['pasien', 'curhat', 'th', 'cuci', 'darah', 'positif', 'keluarganya', 'supportif', 'ditinggal', 'anak', 'suaminya', 'untum', 'rumah', 'sakit', 'ongkos', 'cucidarahnya', 'gratis', 'bayangin', 'th', 'cuci', 'darah', 'mashaallah', 'nikmat', 'sehat']"
1526,anger,"['kasihan', 'si', 'anas', 'percaya', 'korupsi', 'fakta', 'kasasi', 'artidjo', 'pensiun', 'maksudnya', 'mengharap', 'putusan', 'artidjo', 'hukuman', 'tahun', 'ditelikung', 'hakim']"
1527,sadness,"['manusia', 'berusaha', 'nasib', 'depannya', 'mencari', 'pintar', 'meramal', 'depannya', 'sang', 'peramalpun', 'depannya', 'buta', 'dituntun', 'buta', 'mengandalkan', 'nasib', 'depannya', 'peramal']"
1528,sadness,"['btw', 'kemarin', 'senin', 'aing', 'tolol', 'ngantri', 'starbucks', 'mbaknya', 'panggil', 'nama', 'kak', 'roy', 'aing', 'tertawa', 'orangnya', 'nanaon', 'ieumah', 'keinget', 'roy', 'kiyoshi']"
1529,sadness,"['keinginanku', 'membeli', 'terhenti', 'kalimat']"
1530,sadness,"[ ,  ,  , 'pmarahan', 'muhammad', 'bin', 'salman', 'sudi', 'temui', 'amien', 'rais', 'cs', 'sungguh', 'memalukan', 'politisi', 'cibiran', 'kalangan', 'istana', 'riyadh', 'saudi', 'arabia']"
1531,fear,"['browsing', 'pakai', 'paketan', 'internet', 'kuotanya', 'mb', 'sinyal', 'maksimum', 'edge', 'hantui', 'khawatir', 'kelewatan', 'batas', 'kuota', 'pulsa', 'reguler', 'takut', 'kesedot']"
1532,anger,"['anjyr', 'muak', 'belajar', 'bisnis', 'internasional', 'pemasaran', 'internasional', 'perekonomian', 'internasional', 'dear', 'dosen', 'kemarin', 'bilang', 'bahas', 'pariwisata', 'ekopembangunan', 'biar', 'santai', 'uas', 'bahas', 'bahas', 'enek', 'dengar', 'pdb', 'gini', 'ratio', 'kawan', 'kawannya']"
1533,sadness,"['pulang', 'meninggalkan', 'melupakan', 'hawa', 'hawanya', 'freet', 'freet', 'kamfreett', 'nada', 'pesan', 'berbunyi', 'sms']"
1534,anger,"['suka', 'habis', 'pikir', 'ngatain', 'musibah', 'menimpa', 'dianggap', 'azab', 'ktk', 'menimpa', 'golongannya', 'cobaan', 'ku', 'misuh', 'matane']"
1535,anger,"['pertemuan', 'diundur', 'bebas', 'visa', 'diundur', 'negara', 'php', 'tingkat', 'tinggi',  ,  ,  ,  ]"
1536,anger,"[ ,  , 'membuktikan', 'napi', 'koruptor', 'hp', 'penjara', 'melanggar', 'aturan', 'enaknya', 'melanggar', 'aturan', 'menandakan', 'karakter']"
1537,anger,"['elu', 'anak', 'perempuan', 'ngalamin', 'pelecehan', 'anak', 'elu', 'suruh', 'woles', 'ignore', 'ciri', 'ciri', 'bakat', 'gagal', 'tolol']"
1538,sadness,"['membenci', 'menghasut', 'membenci', 'benci', 'selesai', 'hidup', 'terputus', 'tali', 'rezeki', 'kematian', 'penyakit', 'hati', 'fisik', 'menggerogoti']"
1539,happy,"['tahun', 'hadir', 'tengah', 'penerus', 'generasi', 'zulkifli', 'cucu', 'laki', 'kakek', 'selamat', 'ulang', 'tahun', 'anak', 'papa', 'bayujuli', 'tahun', 'umur', 'mu', 'laki']"
1540,anger,"['samanye', 'maling', 'si', 'jancok', 'si', 'anjing', 'si', 'siluman', 'monyet', 'hahahahaha', 'hati', 'maling']"
1541,anger,"[ , 'sistem', 'ppdb', 'pilihan', 'sekolah', 'pilihan', 'dki', 'dijabar', 'pilihan', 'tolong', 'seragamkan', 'diseluruh', 'propinsi', 'jalur', 'prestasi', 'buktikan', 'terdaftar', 'dinas', 'kependidikan', 'barkot', 'piagam', 'bohong', 'terblok']"
1542,anger,"['politisi', 'oposan', 'jokowi', 'pembangunan', 'jalan', 'tol', 'hasil', 'otak', 'kosong', 'lupa', 'jutaan', 'pemudik', 'lebaran', 'menikmati', 'mudik', 'cepat', 'berterima', 'kasih', 'jokowi', 'calon', 'potensial', 'pemilih', 'jokowi', 'berfikir']"
1543,love,"['cinta', 'membantumu', 'dimanapun', 'memintanya']"
1544,happy,"[ , 'selamat', 'siang', 'sahabat', 'pos', 'kiriman', 'diterima', 'sahabat', 'terima', 'kasih', 'mempercayakan', 'layanan', 'fd']"
1545,happy,"['sharing', 'pengalaman', 'kemarin', 'jam', 'batalin', 'tiket', 'stasiun', 'pasar', 'senin', 'lancar', 'antrian', 'ramai', 'menitan', 'beress', 'dicoba', 'twips', 'jam', 'jam', 'segitu', 'cc',  ]"
1546,happy,"['terima', 'kasih', 'teman', 'hmj', 'keperawatan', 'stikes', 'al', 'irsyad', 'cilacap', 'berbagi', 'kebahagiaan', 'mbah', 'kakung', 'mbah', 'putri',  ]"
1547,happy,"['tanggapan', 'wanita', 'bercadar', 'kagum', 'era', 'jaman', 'now', 'pakai', 'gamis', 'susah', 'bercadar', 'dilingkungan', 'jarang', 'mendukung', 'nganggepnya', 'teroris']"
1548,sadness,"['bahas', 'tinder', 'paham', 'penasaran', 'download', 'eh', 'pas', 'download', 'hati', 'bilang', 'aplikasi', 'menyesal', 'download', 'baca', 'deskripsi', 'asik']"
1549,happy,"['duduk', 'jendela', 'pemandangan', 'pasar', 'ramai', 'suasana', 'sejuk', 'suhu', 'menambah', 'kenikmatan', 'pagi', 'kampung', 'halaman', 'alhamdulillah']"
1550,anger,"['bicara', 'gini', 'biar', 'sukses', 'sma', 'ambil', 'jurusan', 'ips', 'dipaksa', 'ipa', 'anak', 'salah', 'jurusan', 'gimana']"
1551,sadness,"['duh', 'sakit', 'jujur', 'bilang', 'perasaan', 'memaksanya', 'membalas', 'perasaan', 'membiarkan', 'mengejar', 'suka']"
1552,anger,"[ ,  ,  , 'hidup', 'th', 'hidup', 'hambalang', 'hidup', 'ektp', 'hidup', 'pln', 'mangkrak', 'korupsi']"
1553,sadness,"['membenci', 'hujan', 'sore', 'kecewa', 'pergi', 'mentari', 'bersinar', 'lenyap', 'kisahku']"
1554,sadness,"['pekerjaan', 'ob', 'sekolah', 'yayasan', 'kecilan', 'man', 'golongan', 'wajib', 'zakat', 'tipis']"
1555,happy,"['si', 'kasihan', 'dirumah', 'main', 'si', 'mungil', 'bilang', 'belanja', 'mikir', 'keras', 'belanja', 'beli', 'baju', 'lebaran']"
1556,sadness,"['goblok', 'si', 'temu', 'wrp', 'jaman', 'seduh', 'tambahi', 'susu', 'coklat', 'minun', 'abis', 'iseng', 'liat', 'sachetannya', 'eh', 'pas', 'liat', 'wrpnya', 'expired', 'wth', 'are', 'fucking', 'kidding', 'me']"
1557,sadness,"['hancur', 'foto', 'memahami', 'foto']"
1558,happy,"['jumat', 'nonton', 'inih', 'tertarik', 'settingnya', 'jogja', 'penasaran', 'baca', 'bahaya', 'laten', 'acak', 'rambut', 'review', 'kak',  , 'bagus', 'sembab', 'karuan', 'nonton', 'mumpung', 'tayang']"
1559,fear,"['rlt', 'takut', 'berati', 'menahan', 'pinginnya', 'lakuin', 'takut', 'lakuin', 'takut', 'menjauh', 'gimana']"
1560,happy,"['lahir', 'terima', 'kasih', 'ka',  , 'tulisan', 'terbaik', 'disaat', 'lahir', 'this', 'word', 'never', 'old']"
1561,sadness,"['kesalahan', 'malam', 'masak', 'indomi', 'sebungkus', 'masak', 'bungkus', 'enek', 'liatnya', 'susah', 'menahan', 'napsu', 'duniawi']"
1562,love,"['membuka', 'hatimu', 'menghapus', 'traumamu', 'bahagia', 'bersamamu', 'drama', 'tangis', 'air', 'duka', 'percayalah', 'kotak', 'terbuka', 'kotak', 'berisi', 'tawa', 'canda', 'beragam', 'cerita']"
1563,happy,"[ , 'semoga', 'jasa', 'beliau', 'indonesia', 'dikenang', 'mengalir', 'generasi', 'penerus', 'bangsa', 'amin']"
1564,anger,"['memaksa', 'kenal', 'memaksa', 'ml', 'suka', 'chat', 'pernh', 'balas', 'giliran', 'balas', 'sakit', 'hahaha', 'makan', 'tuh', 'ucapan', 'sendri']"
1565,anger,"['gimana', 'rakyat', 'sejahtera']"
1566,love,"['pasangan', 'sakit', 'rewel', 'bad', 'mood', 'kasi', 'perhatian', 'kasih', 'sayang', 'kondisi', 'cenderung', 'menyebalkan', 'bikin', 'mumet', 'dimaklumin', 'kondisi', 'kaya', 'butuh', 'cinta', 'perhatian', 'kesabaran']"
1567,happy,"['mengadakan', 'pertemuan', 'presiden',  , 'happy', 'hati', 'menemaninya', 'kunjungan', 'blukusan', 'dadakan', 'masyarakat', 'tulis', 'lagarde', 'status', 'twitter']"
1568,love,"['cintanya', 'dibalas', 'dicintainya', 'pesona', 'wanita', 'abu', 'matanya', 'sayangnya', 'dibalas', 'disayanginya', 'senyuman', 'tulus', 'jatuh', 'cinta', 'empunya', 'senyum']"
1569,happy,"['allah', 'membebani', 'sesuai', 'kesanggupannya', 'pahala', 'kebajikan', 'diusahakannya', 'siksa', 'kejahatan', 'dikerjakannya', 'qs', 'al', 'baqarah', 'kuncinya', 'usaha', 'cari', 'jalan', 'solusinya']"
1570,happy,"['tebak', 'tebakan', 'budi', 'ikan', 'ikan', 'bentuknya', 'segitiga', 'aisyah', 'ikan', 'sepat', 'budi', 'ayy', 'aisyah', 'mendesak', 'penasaran', 'budi', 'ikancut', 'nb', 'hening', 'detik', 'tertawa', 'malu', 'wkwkwkwk']"
1571,sadness,"['yo', 'ngechat', 'duluan', 'nyapanya', 'begimana', 'eh', 'abis', 'nyapa', 'bingung', 'meh', 'ngobrolin', 'berhenti', 'chatingnya', 'sedih']"
1572,fear,"['takut', 'acc', 'suspend', 'atuh', 'kek', 'acc', 'suspend', 'suspend', 'kategori', 'suspend', 'permanen']"
1573,sadness,"['tbh', 'niatan', 'bikin', 'short', 'thread', 'about', 'child', 'marriage', 'berhubung', 'lumrah', 'masyarakat', 'habisnya', 'dibahas', 'sekian']"
1574,sadness,"[ ,  , 'salah', 'satunya', 'pejabat', 'negeri', 'suka', 'mencari', 'cari', 'kesalahan', 'kelemahan', 'pejabat', 'cari', 'solusi', 'bangsa', 'maju', 'berkarya']"
1575,fear,"['deg', 'degan', 'terjun', 'kelas', 'jenjangnya', 'tinggi', 'apalgi', 'sekolah', 'takutin', 'siswanya', 'takut', 'iya', 'jalan']"
1576,fear,"['takut', 'kematian', 'dibenarkan', 'ketakutan', 'risiko', 'kecelakaan', 'mati']"
1577,love,"['ciptaan', 'tuhan', 'superhero', 'malaikat', 'lakukan', 'dek', 'anak', 'nomor', 'murah', 'hati', 'semoga', 'cepat', 'dek']"
1578,fear,"[ , 'oh', 'takut', 'takut', 'didenda', 'ketidak', 'tauan', 'hahahaha', 'pph', 'cabang', 'dilapor', 'npwp', 'cabang', 'ppn', 'dipusatkan', 'pph', 'lapor', 'npwp', 'cab']"
1579,sadness,"['presidennya', 'kualitas', 'bergantung', 'kelompok', 'event', 'aksi', 'aksi', 'deh', 'hehe']"
1580,anger,"['adik', 'kost', 'pinjam', 'tupperware', 'bawa', 'pulang', 'kamis', 'dese', 'diisi', 'rendang', 'dimasukin', 'freezer', 'she', 'just', 'sent', 'me', 'to', 'hell']"
1581,anger,"['thae', 'pkn', 'susah']"
1582,happy,"['anak', 'doakan', 'kelak', 'dokter', 'pa', 'bupati', 'mencium', 'tangan', 'anak', 'doakan',  ,  ]"
1583,happy,"['oma', 'dokter', 'dika', 'tolong', 'pasangin', 'gocar', 'pulang', 'downloadin', 'aplikasi', 'gojek', 'oma', 'gocar', 'pulang', 'selamat', 'tujuan', 'happily', 'ever', 'after']"
1584,happy,"[ , 'belajar', 'melt', 'and', 'pour', 'ar', 'hahahaha', 'hasilnya', 'cakap', 'kelemahan', 'komposisi', 'soap', 'link', 'yt', 'sabun', 'lucu']"
1585,anger,"[ , 'tolong', 'tingkatkan', 'pelayanannya', 'gara', 'kurir', 'paket', 'telat', 'bermasalah', 'jnt', 'cabang', 'paskal', 'bandung', 'gara', 'olshopnya', 'jnt', 'pengiriman', 'ogah', 'pakai', 'jnt', 'pelayanan', 'selal']"
1586,love,"[ , 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta', 'cinta']"
1587,sadness,"['pas', 'diajakin', 'makan', 'akunya', 'eneg', 'buka', 'puasa', 'minum', 'air', 'putih', 'perut', 'eneg', 'giliran', 'lapar', 'manusya']"
1588,happy,"['partner', 'tidur', 'waktu', 'bali', 'spesial', 'bentuknya', 'rumah', 'gazebo', 'kolam', 'renang', 'pojokan', 'haha', 'spesial', 'btw', 'see']"
1589,happy,"['materi', 'mr', 'roger', 'tol', 'belanda', 'terkait', 'dunia', 'pernaskahan', 'indonesia', 'wow', 'keren', 'negara', 'bahasa', 'ckckckck',  ]"
1590,sadness,"['cuacanya', 'terik', 'bersyukur', 'sorong', 'puasa', 'rajin', 'hujan', 'bali', 'mamake', 'sesering', 'terik', 'btw', 'biak', 'panas', 'udaranya', 'bikin', 'seger']"
1591,happy,"['alhamdulillah', 'happy', 'mkin', 'aktif', 'anak']"
1592,happy,"['bangun', 'tidur', 'kabar', 'teman', 'diterima', 'sujud', 'syukur', 'senang', 'lebay', 'yak', 'bep', 'cari', 'iya', 'sesusah', 'imma', 'proud', 'friend']"
1593,love,"['belaian', 'anak', 'perempuan', 'ayahnya', 'jatuh', 'sakit', 'si', 'ayah', 'tertidur', 'pulas', 'sunbathuk', 'cepat', 'sembuh']"
1594,anger,"[ , 'pemimpin', 'gubernur', 'pikir', 'matang', 'menciptakan', 'pekerjaan', 'kembangkan', 'tong', 'sampah', 'buatan', 'indonesia', 'anti', 'bocor', 'beli', 'kebutuhan', 'negeri', 'beli', 'impor', 'tong', 'sampah']"
1595,sadness,"[ , 'dibantu', 'menyerah', 'pengaduan', 'kantor', 'cabang', 'sabang', 'jakarta', 'pusat', 'lapor', 'tanggal', 'mei', 'dimana', 'tarik', 'tunai', 'rekening', 'terdebet', 'uang', 'nihil']"
1596,happy,"['bertambah', 'usia', 'jagoan', 'semoga', 'sehat', 'lindungan', 'allah', 'swt', 'amiin', 'sehat', 'anak', 'uchi_ciyko', 'zidanelhadadi', 'palu']"
